"num_id","contentId","text","cluster","start_line","end_line","start_timestamp","end_timestamp","station_id","url","segmentLength"
16,"16 1","a hot day today we reached a high of 94 in tampa a few isolated showers and thunderstorms have been popping up today but with drier air in place the rain chance drops to 20 and even lower heading into the overnight hours an area of high pressure continues to be across the florida peninsula with southwest to west winds i'm veronica cintron here's a look at the top stories this hour on bay news 9 st petersburg mayor rick kriseman and former mayor rick baker faced off in a one-on-one debate tonight- hosted by bay news 9 and the tampa bay times",1,"98542351","98542378","07/25/2017 22:30:21","07/25/2017 22:31:07","BN9--07-25-2017-22-29-00","BN9072517222855.mp4",102
17,"17 1","a hot day today we reached a high of 94 in tampa a few isolated showers and thunderstorms have been popping up today but with drier air in place the rain chance drops to 20 and even lower heading into the overnight hours an area of high pressure",1,"98542953","98542963","07/25/2017 22:59:13","07/25/2017 22:59:34","BN9--07-25-2017-22-58-00","BN9072517225908.mp4",47
18,"18 5","a hot day today we reached a high of 94 in tampa a few isolated showers and thunderstorms have been popping up today but with drier air in place the rain chance drops to 20 and even lower heading into the overnight an area of high pressure hours continues to be across the florida peninsula with southwest to west winds around 10 mph this evening there is a slim chance of an isolated shower or a thunderstorm tonight it will be very warm again with low temperatures in thd 0s waking up tomorrow morning skies will be mostly sunny wednesday will feature mostly sunny skies and above-normal temperatures with most of us back in the low to mid 90s there is a 20 of isolated thunderstorms tomorrow a hot day today we reached a high of 94 in tampa a few isolated showers and thunderstorms have been popping up today",1,"98543424","98543462","07/25/2017 23:10:26","07/25/2017 23:11:54","BN9--07-25-2017-23-04-00","BN9072517230912.mp4",149
19,"19 1","a hot day today we reached a high of 94 in tampa a few isolated showers and thunderstorms have been popping up today but with drier air in place the rain chance drops to 20 and even lower heading into the overnight hours an area of high pressure continues to be across the florida peninsula with southwest to west winds i'm veronica cintron here's a look at the top stories this hour on bay news 9 st petersburg mayor rick kriseman and former mayor rick baker faced off in a one-on-one debate tonight- hosted by bay news 9 and the tampa bay times",1,"98543712","98543738","07/25/2017 23:30:06","07/25/2017 23:30:53","BN9--07-25-2017-23-29-00","BN9072517232921.mp4",102
3,"3 1","just like the others this one is not true so basically fox and friends cohost is fighting a conclusion reached isby just facts just fax is a libertarian conservative think tank and they actually use data from a very controversial study rethat used a very small sample size of respondents to reach its conclusion in itfact the researchers would supply the other lined data for that survey said that it shouldn't be used to make any conclusions about how many noncitizens had voted so the real big problem here is the small sample size that fox and friends is referring to but furthermore we also looked at noncitizens voting in any other evidence we could find about that and what we did see is that there are instances of noncitizens voting but it is just not happening at a large scale like what is being there is going no evidence for this claim so we rated it false you can get more",2,"98534694","98534724","07/25/2017 17:31:49","07/25/2017 17:32:51","BN9--07-25-2017-17-28-00","BN9072517173048.mp4",161
5,"5 2","truth- o-meter is checking the facts tonight's topic voter fraud during a recent discussion on the morning show a fox and friends on of the hosts offered this number quote 5 7 million -- that's how many illegal immigrants might have voted in 2008 allison graves from politifact tells us how politifact's truth- claim o-meter rated this so we rated this claim false politifact has debunked multiple claims about massive voter fraud and just like the others this one is not true so basically fox and friends cohost is citing a conclusion reached by just facts just facts is a libertarian-slash- conservative think tank and they actually used data from a very controversial study that used a very small sample size of respondents to reach its conclusion in fact the researchers which supplied the underlying data for that survey said that it shouldn't be used to make any conclusions about how many non-citizens had voted so the real big problem here is the small sample size that fox and friends is de facto referring to but rmoe we also looked at non-citizens voting and any other evidence we could find about that and what we did see is that there are instances of non-citizens voting but it's just not happening at a large scale like what's being referred to here so there's really no evidence to this claim so we rated it false you can get more",2,"98536176","98536239","07/25/2017 18:30:28","07/25/2017 18:31:55","BN9--07-25-2017-18-27-00","BN9072517182913.mp4",236
10,"10 2","truth- o-meter is checking the facts tonight's topic voter fraud during a recent discussion on the morning show a fox and friends on of the hosts offered this number quote 5 7 million -- that's how many illegal immigrants might have voted in 2008 allison graves from politifact tells us how politifact's truth- o-meter rated this claim so we rated this claim false politifact has debunked multiple claims about massive voter fraud and just like the otherstt rue so basically fox and friends cohost is citing a conclusion reached by just facts just facts is a libertarian-slash- conservative think tank and they actually used data from a very controversial study that used a very small sample size of respondents to reach its conclusion in fact the researchers which supplied the underlying data for that survey said that it shouldn't be used to make any conclusions about how many non-citizens had voted so the real big problem here is the small sample size that fox and friends is de facto referring to but furthermore we also looked at non-citizens voting and any other evidence we could find about that and what we did see is that there are instances of non-citizens voting but it's just not happening at a large scale like what's being referred to here so there's really no evidence to this claim so we rated it false you can get more",2,"98539310","98539373","07/25/2017 20:31:40","07/25/2017 20:33:07","BN9--07-25-2017-20-29-00","BN9072517203004.mp4",232
13,"13 2","truth- o-meter is checking the facts tonight's topic voter fraud during a recent discussion on the morning show a fox and friends on of the hosts offered this number quote 5 7 million -- that's how many illegal immigrants might have voted in 2008 allison graves tells us how from politifact politifact's truth- o-meter rated this claim so we rated this claim false politifact has debunked multiple claims about massive voter fraud and just like the others this one is not true so basically fox and friends cohost is citing a conclusion reached by just facts just facts is a libertarian-slash- conservative think tank and they actually used data from a very controversial study that used a very small sample size of respondents to reach its conclusion irs which supplied the underlying data for that survey said that it shouldn't be used to make any conclusions about how many non-citizens had voted so the real big problem here is the small sample size that fox and friends is de facto referring to but furthermore we also looked at non-citizens voting and any other evidence we could find about that and what we did see is that there are instances of non-citizens voting but it's just not happening at a large scale like what's being referred to here so there's really no evidence to this claim so we rated it false you can get more",2,"98540907","98540969","07/25/2017 21:31:56","07/25/2017 21:33:23","BN9--07-25-2017-21-29-00","BN9072517213030.mp4",233
16,"16 2","russia the senate still has to sign off on the bill president donald trump has not said whether he will sign it politifact's truth- o-meter is checking the facts tonight's topic voter fraud during a recent discussion on the morning show a fox and friends on of the hosts offered this number quote 5 7 million -- that's how many illegal immigrants might have voted in 2008 allison graves from politifact tells us how politifact's truth- o-meter rated this claim so we rated this claim false politifact has debunked multiple claims about massive voter fraud and just like the others this one is not true so basically fox and friends cohost is citing a conclusion reached by just facts just facts is a libertarian-slash- conservative think tank and they actually used data from a very controversial study that used a very small sample size of respondents to reach its conclusion in fact the researchers which supplied the underlying data for that survey said that it shouldn't be used to make any conclusions about how many non-citizens had voted so the real big problem here is the small sample size that fox and",2,"98542420","98542475","07/25/2017 22:31:54","07/25/2017 22:32:52","BN9--07-25-2017-22-29-00","BN9072517223056.mp4",191
19,"19 2","truth- o-meter is checking the facts tonight's topic voter fraud during a recent discussion on the morning show a fox and friends on of the hosts offered this number quote 5 7 million -- that's how many illegal immigrants might have voted in 2008 allison graves from politifact tells us how politifact's truth- o-meter rated this claim so we rated this claim false politifact has debunked multiple claims about massive voter fraud and just like the others this one is not true so basically fox and friends cohost is citing a conclusion reached by just facts just facts is a libertarian-slash- conservative think tank and they actually used data from a very controversial study that used a very small sample size of respondents to reach its conclusion in fact the researchers which supplied the underlying data for that survey said that it shouldn't be used to make any conclusions about how many non-citizens had voted so the real big problem here is the small sample size that fox and friends is de facto referring to but furthermore we also looked at non-citizens voting and any other evidence we could find about that and what we did see is that there are instances of non-citizens voting but it's just not happening at a large scale like what's being referred to here so there's really no evidence to this claim so we rated it false you can get more",2,"98543819","98543882","07/25/2017 23:32:19","07/25/2017 23:33:54","BN9--07-25-2017-23-29-00","BN9072517233122.mp4",236
4,"4 1","president cast his vote to break the deadlock on this voteand e nays are 50 the senate being equally divided the vice president votes in the affirmative and the motion is agreed to the most emotional moment came when senator john to the most emotional moment came when senator john mccain who was recently diagnosed with brain cancer cast his vote",3,"98535396","98535414","07/25/2017 18:00:57","07/25/2017 18:01:22","BN9--07-25-2017-17-57-00","BN9072517175900.mp4",60
8,"8 2","vote the yeas are 50 and the nays are 50 the senate being equally divided the vice president votes in the affirmative and the motion is agreed to the most emotional moment came when and the motion is agreed to the most emotional moment came when senator john mccain who was recently diagnosed with brain cancer cast his vote bay news 9's roy de jesus tracked that story all day he's in our web center with the senate republicans are debating an obamacare repeal and replace bill for",3,"98538581","98538607","07/25/2017 20:03:09","07/25/2017 20:03:37","BN9--07-25-2017-19-57-00","BN9072517200152.mp4",87
9,"9 1","vote the yeas are 50 and the nays are 50 the senate being equally divided the vice president votes in the affirmative and the motion is agreed to the most emotional moment came when and the motion is agreed to the most emotional moment came when senator john mccain who was recently diagnosed with brain cancer cast his vote bay news 9's roy de jesus tracked that story all day he's in our web center with the senate republicans are debating an obamacare repeal and replace bill for",3,"98538581","98538607","07/25/2017 20:03:09","07/25/2017 20:03:37","BN9--07-25-2017-20-03-00","BN9072517200152.mp4",87
4,"4 2","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"98535448","98535452","07/25/2017 18:02:01","07/25/2017 18:02:06","BN9--07-25-2017-17-57-00","BN9072517180101.mp4",24
14,"14 3","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"98541837","98541841","07/25/2017 22:06:00","07/25/2017 22:06:03","BN9--07-25-2017-21-57-00","BN9072517220445.mp4",24
15,"15 2","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"98541837","98541841","07/25/2017 22:06:00","07/25/2017 22:06:03","BN9--07-25-2017-22-04-00","BN9072517220445.mp4",24
17,"17 4","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"98543189","98543192","07/25/2017 23:04:26","07/25/2017 23:04:29","BN9--07-25-2017-22-58-00","BN9072517230309.mp4",24
18,"18 2","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"98543189","98543192","07/25/2017 23:04:26","07/25/2017 23:04:29","BN9--07-25-2017-23-04-00","BN9072517230309.mp4",24
20,"20 3","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"98544730","98544734","07/26/2017 00:04:31","07/26/2017 00:04:34","BN9--07-25-2017-23-58-00","BN9072517235934.mp4",24
27,"27 2","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"102975487","102975493","07/25/2017 22:08:13","07/25/2017 22:08:16","CFNEWS13--07-25-2017-22-05-00","CFNEWS13072517220750.mp4",24
96,"96 1","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"34520643","34520650","07/25/2017 22:08:56","07/25/2017 22:09:01","KAUZ--07-25-2017-22-06-00","KAUZ072517220820.mp4",24
97,"97 3","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"29763621","29763624","07/25/2017 17:06:31","07/25/2017 17:06:35","KAVU--07-25-2017-17-04-00","KAVU072517170543.mp4",24
98,"98 2","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"29765912","29765915","07/25/2017 22:06:04","07/25/2017 22:06:09","KAVU--07-25-2017-21-58-00","KAVU072517220520.mp4",24
99,"99 2","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"29765912","29765915","07/25/2017 22:06:04","07/25/2017 22:06:09","KAVU--07-25-2017-22-03-00","KAVU072517220520.mp4",24
100,"100 1","been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",4,"35072547","35072554","07/25/2017 22:08:32","07/25/2017 22:08:35","KAYU--07-25-2017-22-06-00","KAYU072517220646.mp4",24
4,"4 3","help from across the aisle that's an approach that's been employed by both sides mandating legislation from the top down without any support from the other side with all the parliamentary maneuvers that requires we're getting nothing done my friends we're getting nothing done the president took to twitter senjohnmccain- thank you for coming to d c for such a vital vote congrats to all rep we can now deliver grt healthcare to all americans don't tell lies kill the bill protestors interrupted the floor of the senate just before the vote right now senators have 20 hours of debate senator bill nelson",5,"98535452","98535483","07/25/2017 18:02:06","07/25/2017 18:02:43","BN9--07-25-2017-17-57-00","BN9072517180101.mp4",102
8,"8 4","the president took to twitter senjohnmccain- thank you for coming to d c for such a vital vote congrats to all rep we can now deliver grt healthcare to all americans don't tell lies kill the bill protestors interrupted the floor of the senate just before the vote right now senators have 20 hours of debate senator bill nelson",5,"98538643","98538661","07/25/2017 20:04:25","07/25/2017 20:04:42","BN9--07-25-2017-19-57-00","BN9072517200353.mp4",58
9,"9 3","the president took to twitter senjohnmccain- thank you for coming to d c for such a vital vote congrats to all rep we can now deliver grt healthcare to all americans don't tell lies kill the bill protestors interrupted the floor of the senate just before the vote right now senators have 20 hours of debate senator bill nelson",5,"98538643","98538661","07/25/2017 20:04:25","07/25/2017 20:04:42","BN9--07-25-2017-20-03-00","BN9072517200353.mp4",58
11,"11 4","the president took to twitter senjohnmccain- thank you for coming to d c for such a vital vote congrats to all rep we can now deliver grt healthcare to all americans don't tell lies kill the bill protestors interrupted the floor of the senate just before the vote right now senators have 20 hours of debate senator bill nelson",5,"98540292","98540310","07/25/2017 21:05:07","07/25/2017 21:05:25","BN9--07-25-2017-20-57-00","BN9072517210419.mp4",58
12,"12 2","the president took to twitter senjohnmccain- thank you for coming to d c for such a vital vote congrats to all rep we can now deliver grt healthcare to all americans don't tell lies kill the bill protestors interrupted the floor of the senate just before the vote right now senators have 20 hours of debate senator bill nelson",5,"98540292","98540310","07/25/2017 21:05:07","07/25/2017 21:05:25","BN9--07-25-2017-21-04-00","BN9072517210419.mp4",58
4,"4 4","the senate will now go through what's called a vote- arama lawmakers will have a chance to propose amendments and make changes there's also a possibility of a full repeal of obamacare as well from the web center i'm roy de jesus senator marco rubio voted yes today senator bill nelson voted no for more on today's health care reform vote visit baynews9- dot-com it was a busy day for senators the president's former campaign manager -- paul manafort -- met with intelligence commitee staff today that meeting -- was about alleged russian meddling in last year's election the senate judiciary committee also subpoenaed manafort last night he hasn't said whether he'll testify senator dianne feinstein said manafort could be in contempt if he refuses meantime -- a house panel met with the president's son in law jared kushner today he answered more questions about russia kushner also released an 11-page statement and denied collusion with the russian government kushner said he had four meetings with russians last year but insists he discussed nothing improper",6,"98535501","98535572","07/25/2017 18:03:15","07/25/2017 18:04:20","BN9--07-25-2017-17-57-00","BN9072517180301.mp4",174
8,"8 5","the senate will now go through what's called a vote-arama lawmakers can propose amendments and make changes there's also a possibility of a full repeal of obamacare as well from the web center i'm roy de jesus senator marco rubio voted yes today senator bill nelson voted no for more on today's health care reform vote visit baynews9- dot-com it was a busy day for senators the president's former campaign manager -- paul manafort -- met with intelligence commitee staff today that meeting -- was about alleged russian meddling in last year's election the senate judiciary committee also subpoenaed manafort last night he hasn't said whether he'll testify senator dianne feinstein said manafort could be refuses in contempt if he panel met with the meantime -- a house president's son in law jared kushner today he answered more questions about russia kushner also released an 11-page statement and denied collusion with the russian government kushner said he had four meetings with russians last year but insists he discussed nothing improper",6,"98538675","98538746","07/25/2017 20:05:09","07/25/2017 20:06:14","BN9--07-25-2017-19-57-00","BN9072517200353.mp4",169
9,"9 4","the senate will now go through what's called a vote-arama lawmakers can propose amendments and make changes there's also a possibility of a full repeal of obamacare as well from the web center i'm roy de jesus senator marco rubio voted yes today senator bill nelson voted no for more on today's health care reform vote visit baynews9- dot-com it was a busy day for senators the president's former campaign manager -- paul manafort -- met with intelligence commitee staff today that meeting -- was about alleged russian meddling in last year's election the senate judiciary committee also subpoenaed manafort last night he hasn't said whether he'll testify senator dianne feinstein said manafort could be refuses in contempt if he panel met with the meantime -- a house president's son in law jared kushner today he answered more questions about russia kushner also released an 11-page statement and denied collusion with the russian government kushner said he had four meetings with russians last year but insists he discussed nothing improper",6,"98538675","98538746","07/25/2017 20:05:09","07/25/2017 20:06:14","BN9--07-25-2017-20-03-00","BN9072517200353.mp4",169
11,"11 5","the senate will now go through what's called a vote-arama lawmakers can propose amendments and make changes there's also a possibility of a full repeal of obamacare as well from the web center i'm roy de jesus senator marco rubio voted yes today senator bill nelson voted no for more on today's health care reform vote visit baynews9- dot-com it was a busy day for senators the president's former campaign manager -- paul manafort -- met with intelligence commitee staff today that meeting -- was about alleged russian meddling in last year's the senate judiciary election committee also subpoenaed manafort last night he hasn't said whether he'll testify senator dianne feinstein said manafort could be refuses in contempt if he meantime -- a house panel met with the president's son in law jared kushner today he answered more questions about russia kushner also released an 11-page statement and denied collusion with the russian government kushner said he had four meetings with russians last year but insists he discussed nothing improper",6,"98540324","98540394","07/25/2017 21:05:52","07/25/2017 21:06:57","BN9--07-25-2017-20-57-00","BN9072517210419.mp4",169
12,"12 3","the senate will now go through what's called a vote-arama lawmakers can propose amendments and make changes there's also a possibility of a full repeal of obamacare as well from the web center i'm roy de jesus senator marco rubio voted yes today senator bill nelson voted no for more on today's health care reform vote visit baynews9- dot-com it was a busy day for senators the president's former campaign manager -- paul manafort -- met with intelligence commitee staff today that meeting -- was about alleged russian meddling in last year's the senate judiciary election committee also subpoenaed manafort last night he hasn't said whether he'll testify senator dianne feinstein said manafort could be refuses in contempt if he meantime -- a house panel met with the president's son in law jared kushner today he answered more questions about russia kushner also released an 11-page statement and denied collusion with the russian government kushner said he had four meetings with russians last year but insists he discussed nothing improper",6,"98540324","98540394","07/25/2017 21:05:52","07/25/2017 21:06:57","BN9--07-25-2017-21-04-00","BN9072517210419.mp4",169
8,"8 3","to get rid of it i voted for the motion to proceed to allow debate to continue and amendments to be offered i will not vote for this bill as it is today it's a shell of a bill right now we all know that the",7,"98538634","98538641","07/25/2017 20:04:07","07/25/2017 20:04:16","BN9--07-25-2017-19-57-00","BN9072517200353.mp4",45
9,"9 2","to get rid of it i voted for the motion to proceed to allow debate to continue and amendments to be offered i will not vote for this bill as it is today it's a shell of a bill right now we all know that the",7,"98538634","98538641","07/25/2017 20:04:07","07/25/2017 20:04:16","BN9--07-25-2017-20-03-00","BN9072517200353.mp4",45
11,"11 3","to get rid of it i voted for the motion to proceed to allow debate to continue and amendments to be offered i will not vote for this bill as it is today it's a shell of a bill right now we all know that the",7,"98540283","98540290","07/25/2017 21:04:49","07/25/2017 21:04:58","BN9--07-25-2017-20-57-00","BN9072517210419.mp4",45
12,"12 1","to get rid of it i voted for the motion to proceed to allow debate to continue and amendments to be offered i will not vote for this bill as it is today it's a shell of a bill right now we all know that the",7,"98540283","98540290","07/25/2017 21:04:49","07/25/2017 21:04:58","BN9--07-25-2017-21-04-00","BN9072517210419.mp4",45
43,"43 1","a bi-partisan hero's welcome from his colleagues in the u-s senate tktktk a week after revealing that senator john mccain--gettin g a bi-partisan hero's welcome from his colleagues in the u-s senate tktktk a week after revealing that he's fighting brain cancer back in time to cast his vote determining te o obamacare the senate ultimately deciding to move forward they now move on to debate the repeal--and possible replacement-- of president obama's signature healthcare law the most recent abc washingto n post poll shows americans prefer obamacare to a gop replacement two-to-one -- sot - all we've managed to do is make more popular a policy that wasn't very popular when we started trying to get rid of it protesters against repeal making their voices heard around the capitol and even on the senate floor-- nats-- --as the fight played out among senators sot - a vote in favor of the motion to proceed will mean deep cuts to medicaid maybe even deeper than in the house bill it will mean people with preexisting conditions will be left high and dry president trump--meetin g with the lebanese prime minister today--but keeping a close eye on that key vote on his biggest campaign promise sot - truly great health care for the american people we",7,"29008740","29008794","07/25/2017 17:05:06","07/25/2017 17:06:22","KAAL--07-25-2017-17-03-00","KAAL072517170338.mp4",214
43,"43 2","and even on the senate floor-- nats-- --as the fight played out among senators sot - a vote in favor of",7,"29008773","29008777","07/25/2017 17:05:58","07/25/2017 17:06:01","KAAL--07-25-2017-17-03-00","KAAL072517170539.mp4",20
43,"43 3","with the lebanese prime minister today--but keeping a close eye on that key vote on his biggest campaign promise sot - truly great health care for the american people we look forward to that this was a big step megan hughes there are still a lot of uncertainties as to what the final measure will look like senator mcconnell has indicated he's open to exploring amendments--a nd it will all play out on the senate floor",7,"29008787","29008805","07/25/2017 17:06:12","07/25/2017 17:06:40","KAAL--07-25-2017-17-03-00","KAAL072517170539.mp4",75
53,"53 3","not sure we will all we've managed to do is make more popular a policy that wasn't very popular when we started trying to get rid of it i voted for the motion to proceed to allow debate to continue and amendments to be offered i will not vote for this bill as it is today it's a shell of a bill right now we all know that the",7,"39730407","39730418","07/25/2017 21:13:44","07/25/2017 21:14:00","KADN--07-25-2017-21-10-00","KADN072517211326.mp4",68
57,"57 1","has the latest from capitol hill pkg end arizona senator john mccain--getting a bi-partisan hero's welcome from his colleagues in the u-s senate tktktk a week after revealing that he's fighting brain cancer back in time to cast his vote determining the fate of obamacare the senate ultimately deciding to move forward they now move on to debate the repeal--and possible replacement--of president obama's signature healthcare law the most recent abc washington post poll shows americans prefer obamacare to a gop replacement two- to-one -- sot - all we've managed to do is make more popular a policy that wasn't very popular when we starting get rid of it protesters against repeal making their voices heard around the capitol and even on the senate",7,"31692100","31692146","07/25/2017 23:19:24","07/25/2017 23:20:06","KAEF--07-25-2017-23-17-00","KAEF072517231759.mp4",123
57,"57 2","of it protesters against repeal making their voices heard around the capitol and even on the senate floor-- nats-- --as the fight played out among senators sot - a vote in favor of",7,"31692142","31692153","07/25/2017 23:20:02","07/25/2017 23:20:12","KAEF--07-25-2017-23-17-00","KAEF072517232000.mp4",32
57,"57 3","of the motion to proceed will mean deep cuts to medicaid maybe even deeper than in the house bill it will mean people with preexisting conditions will be left high and dry president trump--meeting with the lebanese prime minister today--but keeping a close eye on that key vote on his biggest campaign promise sot - truly great health care for the american people we",7,"31692154","31692171","07/25/2017 23:20:13","07/25/2017 23:20:23","KAEF--07-25-2017-23-17-00","KAEF072517232000.mp4",63
57,"57 4","left high and dry president trump--meeting with the lebanese prime minister today--but keeping a close eye on that key vote on his biggest campaign promise sot - truly great health care for the american people we look forward to that this was a big step end nazy there are still a lot of uncertainties",7,"31692161","31692177","07/25/2017 23:20:17","07/25/2017 23:20:55","KAEF--07-25-2017-23-17-00","KAEF072517232000.mp4",53
