"id","contentId","text","cluster","start_line","end_line","start_timestamp","end_timestamp","station_id","segmentLength"
4,"4 3","according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations",27,"90077954","90077993","10/10/2017 20:56:06","10/10/2017 20:56:56","CLTV--10-10-2017-20-48-00",94
62,"62 2","fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be",27,"25199999","25200024","10/10/2017 18:04:23","10/10/2017 18:04:56","KTWO--10-10-2017-18-00-00",109
73,"73 3","to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part",27,"73042593","73042612","10/10/2017 17:14:03","10/10/2017 17:14:26","KWWL--10-10-2017-17-08-00",88
1,"1 3","and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to",28,"106376603","106376609","10/10/2017 16:18:52","10/10/2017 16:18:56","CFNEWS13--10-10-2017-16-12-00",27
3,"3 2","for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly",29,"90075204","90075232","10/10/2017 19:54:53","10/10/2017 19:55:24","CLTV--10-10-2017-19-48-00",72
4,"4 2","people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go",29,"90077913","90077941","10/10/2017 20:55:19","10/10/2017 20:55:50","CLTV--10-10-2017-20-48-00",72
61,"61 2","as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son",30,"25198232","25198270","10/10/2017 17:02:57","10/10/2017 17:03:55","KTWO--10-10-2017-17-00-00",168
63,"63 3","antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally",30,"25200806","25200835","10/10/2017 22:07:15","10/10/2017 22:07:53","KTWO--10-10-2017-22-04-00",125
77,"77 2","trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to",30,"24786797","24786822","10/10/2017 18:05:45","10/10/2017 18:06:29","KXMC--10-10-2017-18-03-00",128
45,"45 1","financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the conditions of latin and south america were also learning pyle transportation is now under investigation the company linked to the truck where the immigrants were found however the owner brian pyle said he had no idea what the truck being used for all new tonight overcrowding concerns at the county jail its almost at full capacity and officials blame the homeless population fox san antonios camilla joins us live with what the county is doing to fix the ongoing issue",31,"69669899","69669969","10/10/2017 16:14:19","10/10/2017 16:15:57","KSTU--10-10-2017-16-08-00",287
84,"84 2","help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the conditions of latin and south america were also learning pyle transportation is now under investigation the company linked to the truck where the immigrants were found however the owner brian pyle said he had no idea what the truck being used for all new tonight overcrowding concerns at the county jail its almost at full capacity and officials blame the homeless",31,"86883081","86883120","10/10/2017 17:36:02","10/10/2017 17:37:37","NECN--10-10-2017-17-28-00",267
97,"97 2","his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the conditions of latin and south america were also learning pyle transportation is now under investigation the company linked to the truck where the immigrants were found however the owner brian pyle said he had no idea what the truck being used for all new tonight overcrowding concerns at the county jail its almost at full capacity and officials blame the homeless population fox",31,"33520602","33520659","10/10/2017 21:39:31","10/10/2017 21:40:57","WALA--10-10-2017-21-34-00",242
35,"35 2","bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer",32,"35069681","35069729","10/10/2017 17:30:11","10/10/2017 17:31:49","KOSA--10-10-2017-17-22-00",187
36,"36 2","bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer",32,"35069681","35069729","10/10/2017 17:30:11","10/10/2017 17:31:49","KOSA--10-10-2017-17-23-00",187
46,"46 2","his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the",32,"69670007","69670032","10/10/2017 16:16:55","10/10/2017 16:17:33","KSTU--10-10-2017-16-13-00",127
53,"53 1","one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that",32,"86291517","86291572","10/10/2017 18:33:11","10/10/2017 18:34:38","KTNV--10-10-2017-18-31-00",268
