FileName                 ,DirPath                                              ,StartTime           ,EndTime             ,Segment_ID 
KALB072517180906.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:09:06,7/25/17 18:11:06,      29639 
KALB072517181107.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:11:07,7/25/17 18:13:07,      29639 
KALB072517181909.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:19:09,7/25/17 18:21:09,      29640 
KALB072517182110.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:21:10,7/25/17 18:23:10,      29640 
KALB072517182311.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:23:11,7/25/17 18:25:11,      29640 
KALB072517182511.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:25:11,7/25/17 18:27:11,      29640 
KALB072517182712.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:27:12,7/25/17 18:29:12,      29640 
KALB072517182913.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:29:13,7/25/17 18:31:13,      29640 
KAAL072517220518.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:05:18,7/25/17 22:07:18,      30153 
KAAL072517220719.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:07:19,7/25/17 22:09:19,      30153 
KAAL072517220920.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:09:20,7/25/17 22:11:20,      30153 
KAAL072517221120.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:11:20,7/25/17 22:13:20,      30153 
KAAL072517221321.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:13:21,7/25/17 22:15:21,      30153 
KAAL072517221522.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:15:22,7/25/17 22:17:22,      30153 
KAAL072517170138.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:01:38,7/25/17 17:03:38,      30164 
KAAL072517170338.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:03:38,7/25/17 17:05:38,      30164 
KAAL072517170539.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:05:39,7/25/17 17:07:39,      30164 
KAAL072517170740.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:07:40,7/25/17 17:09:40,      30164 
KAAL072517170940.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:09:40,7/25/17 17:11:40,      30164 
KAAL072517171141.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:11:41,7/25/17 17:13:41,      30164 
KAAL072517182806.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:28:06,7/25/17 18:30:06,      30185 
KAAL072517183007.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:30:07,7/25/17 18:32:07,      30185 
KAAL072517183208.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:32:08,7/25/17 18:34:08,      30185 
KAAL072517183408.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:34:08,7/25/17 18:36:08,      30185 
KAAL072517183609.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:36:09,7/25/17 18:38:09,      30185 
KAAL072517183810.mp4     ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:38:10,7/25/17 18:40:10,      30185 
BN9072617222711.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:27:11,7/26/17 22:29:11,      30601 
BN9072617222912.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:29:12,7/26/17 22:31:12,      30601 
BN9072617223113.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:31:13,7/26/17 22:33:13,      30601 
BN9072617223314.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:33:14,7/26/17 22:35:14,      30601 
BN9072617223514.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:35:14,7/26/17 22:37:14,      30601 
BN9072617223715.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:37:15,7/26/17 22:39:15,      30601 
BN9072617220100.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:01:00,7/26/17 22:03:00,      30602 
BN9072617220301.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:03:01,7/26/17 22:05:01,      30602 
BN9072617220501.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:05:01,7/26/17 22:07:01,      30602 
BN9072617220702.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:07:02,7/26/17 22:09:02,      30602 
BN9072617220903.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:09:03,7/26/17 22:11:03,      30602 
BN9072517215641.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 21:56:41,7/25/17 21:58:41,      30603 
BN9072517215842.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 21:58:42,7/25/17 22:00:42,      30603 
BN9072517220043.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:00:43,7/25/17 22:02:43,      30603 
BN9072517220244.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:02:44,7/25/17 22:04:44,      30603 
BN9072517220445.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:04:45,7/25/17 22:06:45,      30603 
BN9072517220646.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:06:46,7/25/17 22:08:46,      30603 
BN9072517222855.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:28:55,7/25/17 22:30:55,      30604 
BN9072517223056.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:30:56,7/25/17 22:32:56,      30604 
BN9072517223257.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:32:57,7/25/17 22:34:57,      30604 
BN9072517223458.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:34:58,7/25/17 22:36:58,      30604 
BN9072517223659.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:36:59,7/25/17 22:38:59,      30604 
BN9072517223859.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:38:59,7/25/17 22:40:59,      30604 
BN9072517220244.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:02:44,7/25/17 22:04:44,      30605 
BN9072517220445.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:04:45,7/25/17 22:06:45,      30605 
BN9072517220646.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:06:46,7/25/17 22:08:46,      30605 
BN9072517220847.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:08:47,7/25/17 22:10:47,      30605 
BN9072517221048.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:10:48,7/25/17 22:12:48,      30605 
BN9072517221248.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:12:48,7/25/17 22:14:48,      30605 
BN9072617220100.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:01:00,7/26/17 22:03:00,      30606 
BN9072617220301.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:03:01,7/26/17 22:05:01,      30606 
BN9072617220501.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:05:01,7/26/17 22:07:01,      30606 
BN9072617220702.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:07:02,7/26/17 22:09:02,      30606 
BN9072617220903.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:09:03,7/26/17 22:11:03,      30606 
BN9072617221104.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 22:11:04,7/26/17 22:13:04,      30606 
BN9072617232737.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:27:37,7/26/17 23:29:37,      30608 
BN9072617232938.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:29:38,7/26/17 23:31:38,      30608 
BN9072617233139.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:31:39,7/26/17 23:33:39,      30608 
BN9072617233339.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:33:39,7/26/17 23:35:39,      30608 
BN9072617233540.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:35:40,7/26/17 23:37:40,      30608 
BN9072617233741.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:37:41,7/26/17 23:39:41,      30608 
BN9072617230326.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:03:26,7/26/17 23:05:26,      30609 
BN9072617230527.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:05:27,7/26/17 23:07:27,      30609 
BN9072617230728.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:07:28,7/26/17 23:09:28,      30609 
BN9072617230929.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:09:29,7/26/17 23:11:29,      30609 
BN9072617231130.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:11:30,7/26/17 23:13:30,      30609 
BN9072617231331.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 23:13:31,7/26/17 23:15:31,      30609 
BN9072517225707.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:57:07,7/25/17 22:59:07,      30610 
BN9072517225908.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 22:59:08,7/25/17 23:01:08,      30610 
BN9072517230109.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:01:09,7/25/17 23:03:09,      30610 
BN9072517230309.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:03:09,7/25/17 23:05:09,      30610 
BN9072517230510.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:05:10,7/25/17 23:07:10,      30610 
BN9072517230711.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:07:11,7/25/17 23:09:11,      30610 
BN9072517232720.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:27:20,7/25/17 23:29:20,      30612 
BN9072517232921.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:29:21,7/25/17 23:31:21,      30612 
BN9072517233122.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:31:22,7/25/17 23:33:22,      30612 
BN9072517233322.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:33:22,7/25/17 23:35:22,      30612 
BN9072517233523.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:35:23,7/25/17 23:37:23,      30612 
BN9072517233724.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:37:24,7/25/17 23:39:24,      30612 
BN9072517230309.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:03:09,7/25/17 23:05:09,      30613 
BN9072517230510.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:05:10,7/25/17 23:07:10,      30613 
BN9072517230711.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:07:11,7/25/17 23:09:11,      30613 
BN9072517230912.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:09:12,7/25/17 23:11:12,      30613 
BN9072517231113.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:11:13,7/25/17 23:13:13,      30613 
BN9072517231314.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 23:13:14,7/25/17 23:15:14,      30613 
BN9072617165850.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 16:58:50,7/26/17 17:00:50,      30616 
BN9072617170051.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:00:51,7/26/17 17:02:51,      30616 
BN9072617170252.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:02:52,7/26/17 17:04:52,      30616 
BN9072617170453.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:04:53,7/26/17 17:06:53,      30616 
BN9072617170653.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:06:53,7/26/17 17:08:53,      30616 
BN9072617170854.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:08:54,7/26/17 17:10:54,      30616 
BN9072517172646.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:26:46,7/25/17 17:28:46,      30617 
BN9072517172847.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:28:47,7/25/17 17:30:47,      30617 
BN9072517173048.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:30:48,7/25/17 17:32:48,      30617 
BN9072517173248.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:32:48,7/25/17 17:34:48,      30617 
BN9072517173449.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:34:49,7/25/17 17:36:49,      30617 
BN9072517173650.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:36:50,7/25/17 17:38:50,      30617 
BN9072517165634.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 16:56:34,7/25/17 16:58:34,      30618 
BN9072517165835.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 16:58:35,7/25/17 17:00:35,      30618 
BN9072517170035.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:00:35,7/25/17 17:02:35,      30618 
BN9072517170236.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:02:36,7/25/17 17:04:36,      30618 
BN9072517170436.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:04:36,7/25/17 17:06:36,      30618 
BN9072517170637.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:06:37,7/25/17 17:08:37,      30618 
BN9072617172702.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:27:02,7/26/17 17:29:02,      30621 
BN9072617172903.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:29:03,7/26/17 17:31:03,      30621 
BN9072617173104.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:31:04,7/26/17 17:33:04,      30621 
BN9072617173305.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:33:05,7/26/17 17:35:05,      30621 
BN9072617173506.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:35:06,7/26/17 17:37:06,      30621 
BN9072617173707.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:37:07,7/26/17 17:39:07,      30621 
BN9072517175659.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:56:59,7/25/17 17:58:59,      30623 
BN9072517175900.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 17:59:00,7/25/17 18:01:00,      30623 
BN9072517180101.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:01:01,7/25/17 18:03:01,      30623 
BN9072517180301.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:03:01,7/25/17 18:05:01,      30623 
BN9072517180502.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:05:02,7/25/17 18:07:02,      30623 
BN9072617182728.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:27:28,7/26/17 18:29:28,      30624 
BN9072617182929.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:29:29,7/26/17 18:31:29,      30624 
BN9072617183130.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:31:30,7/26/17 18:33:30,      30624 
BN9072617183331.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:33:31,7/26/17 18:35:31,      30624 
BN9072617183532.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:35:32,7/26/17 18:37:32,      30624 
BN9072617183732.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:37:32,7/26/17 18:39:32,      30624 
BN9072617175916.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 17:59:16,7/26/17 18:01:16,      30627 
BN9072617180117.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:01:17,7/26/17 18:03:17,      30627 
BN9072617180318.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:03:18,7/26/17 18:05:18,      30627 
BN9072617180519.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:05:19,7/26/17 18:07:19,      30627 
BN9072617180720.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:07:20,7/26/17 18:09:20,      30627 
BN9072617180920.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:09:20,7/26/17 18:11:20,      30627 
BN9072517182511.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:25:11,7/25/17 18:27:11,      30628 
BN9072517182712.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:27:12,7/25/17 18:29:12,      30628 
BN9072517182913.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:29:13,7/25/17 18:31:13,      30628 
BN9072517183113.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:31:13,7/25/17 18:33:13,      30628 
BN9072517183314.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:33:14,7/25/17 18:35:14,      30628 
BN9072517183515.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 18:35:15,7/25/17 18:37:15,      30628 
BN9072617192553.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:25:53,7/26/17 19:27:53,      30631 
BN9072617192754.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:27:54,7/26/17 19:29:54,      30631 
BN9072617192955.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:29:55,7/26/17 19:31:55,      30631 
BN9072617193156.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:31:56,7/26/17 19:33:56,      30631 
BN9072617193357.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:33:57,7/26/17 19:35:57,      30631 
BN9072617193558.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:35:58,7/26/17 19:37:58,      30631 
BN9072617185741.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:57:41,7/26/17 18:59:41,      30632 
BN9072617185942.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 18:59:42,7/26/17 19:01:42,      30632 
BN9072617190143.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:01:43,7/26/17 19:03:43,      30632 
BN9072617190344.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:03:44,7/26/17 19:05:44,      30632 
BN9072617190545.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:05:45,7/26/17 19:07:45,      30632 
BN9072617190745.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:07:45,7/26/17 19:09:45,      30632 
BN9072517195148.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:51:48,7/25/17 19:53:48,      30633 
BN9072517195349.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:53:49,7/25/17 19:55:49,      30633 
BN9072517195550.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:55:50,7/25/17 19:57:50,      30633 
BN9072517195751.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:57:51,7/25/17 19:59:51,      30633 
BN9072517195951.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:59:51,7/25/17 20:01:51,      30633 
BN9072517200152.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 20:01:52,7/25/17 20:03:52,      30633 
BN9072517193943.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:39:43,7/25/17 19:41:43,      30636 
BN9072517194144.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:41:44,7/25/17 19:43:44,      30636 
BN9072517194345.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:43:45,7/25/17 19:45:45,      30636 
BN9072517194545.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:45:45,7/25/17 19:47:45,      30636 
BN9072517194746.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:47:46,7/25/17 19:49:46,      30636 
BN9072517194947.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 19:49:47,7/25/17 19:51:47,      30636 
BN9072517200152.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 20:01:52,7/25/17 20:03:52,      30638 
BN9072517200353.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 20:03:53,7/25/17 20:05:53,      30638 
BN9072517200554.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 20:05:54,7/25/17 20:07:54,      30638 
BN9072517200755.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 20:07:55,7/25/17 20:09:55,      30638 
BN9072517200956.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 20:09:56,7/25/17 20:11:56,      30638 
BN9072517201157.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/25     ,7/25/17 20:11:57,7/25/17 20:13:57,      30638 
BN9072617195807.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 19:58:07,7/26/17 20:00:07,      30639 
BN9072617200008.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 20:00:08,7/26/17 20:02:08,      30639 
BN9072617200209.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 20:02:09,7/26/17 20:04:09,      30639 
BN9072617200410.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 20:04:10,7/26/17 20:06:10,      30639 
BN9072617200610.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 20:06:10,7/26/17 20:08:10,      30639 
BN9072617200811.mp4      ,AHCA_LocalNews_072517-080917/videos/2017/July/26     ,7/26/17 20:08:11,7/26/17 20:10:11,      30639 
